Commodity name,HSCode,FY25 import value (mm$),Last 4 Years import value average annual growth (%),FY25 export value (mm$),Last 4 Years export value average annual growth (%),Import Value/ Export Value FY25 ratio,Import Value/ Export Value Last 4 years ratio,Last 4 Years import price average annual growth (%),FY25 import price ($/unit),Last 4 Years export price average annual growth (%),FY25 export price ($/unit),Unit
WIRE OF ALUMINIUM ALLOYS OF WHICH MAXIMUM CROSS-SCTNL DIMENSION EXCEEDS 7 MM,76052100,22.12,15.98,55.33,198.56,0.4,0.44,0.13,3.1,1.79,2.98,KGS
OTHER WIRE OF ALUMINIUM ALLOYS MAXIMUM CROSS-SCTNL DIMENSION > 6 MM BUT <=7MM,76052910,0.11,3.61,1.04,51.3,0.11,0.12,3.25,18.32,0.2,3.07,KGS
OTHER WIRE OF ALUMINIUM ALLOYS N.E.S.,76052990,7.75,1.22,8.04,-12.08,0.96,0.67,-0.73,4.57,0.28,3.75,KGS
ELECTROLYTIC PLATES OR SHEETS,76061110,2.32,0.94,0.48,-5,4.83,3.98,-0.29,3.92,13.24,7.22,KGS
OTHERS,76061190,77.24,-0.49,28.63,4.97,2.7,3.1,0.43,3.98,-0.22,3,KGS
RCTNGLR(INCL SQR)PLTS ETC.OF ALMNM ALLYS,76061200,520.61,2.68,118.51,-7.42,4.39,2.94,-0.82,3.86,-0.09,3.18,KGS
CIRCLES,76069110,0.97,3.84,13.59,0.41,0.07,0.05,-0.02,3.42,0.03,3.17,KGS
ELECTROLYTIC PLATES OR SHEETS,76069120,0.32,-1.48,0.06,-12.5,5.33,5.43,-0.08,5.07,-0.58,5.01,KGS
OTHERS,76069190,6.22,-0.01,1.74,-2.37,3.57,3.45,1.66,6.37,0.27,4.4,KGS
CIRCLE,76069210,14.97,-1.81,4.73,20.32,3.16,5.5,-0.06,3.64,0.11,3.42,KGS
OTHERS,76069290,184.82,1.14,6.68,3.87,27.67,25.5,-0.26,3.29,-0.16,5.24,KGS
ALUMNM FOIL FOR TEA CHEST LINING&ROLLD,76071110,14.7,1.07,5.64,-5.26,2.61,2.1,-0.44,3.55,-0.59,4.44,KGS
OTHER ALUMINIUM FOIL ROLLD,76071190,315.52,0.95,40.78,27.36,7.74,9.37,-0.49,3.63,-0.15,4.19,KGS
ALMNM FOL FOR TEA CHEST LINING&NOT RLLD,76071910,1.33,-2.86,0.79,62.86,1.68,5.2,-0.2,5.36,-1.36,4.55,KGS
PLAIN ALUMNM FOIL NOT ROLLED AND NOT BACKED,76071991,34.27,-0.64,73.26,11.73,0.47,0.6,-0.57,3.77,-0.72,4.11,KGS
EMBOSSED ALUMNM FOIL NOT ROLLED AND NOT BCKD,76071992,0.27,11.11,0,-50,0,54,-0.27,4.66,-5.56,0,KGS
PERFORATED OR CUT-TO-SHAPE ALUMNM FOIL NOT ROLLED AND NOT BACKED,76071993,0.03,-2.43,4.2,19,0.01,0.01,-0.18,8.65,-0.39,4.16,KGS
COATED ALUMNM FOIL NOT ROLLED AND NOT BCKD,76071994,222.29,2.28,18.09,-1.13,12.29,9.44,-0.04,3.77,-0.5,4.83,KGS
PRINTED ALUMNM FOIL NOT ROLLED AND NOT BCKD,76071995,0.98,-2.12,29.29,8.85,0.03,0.06,-0.6,11.1,-0.18,6.5,KGS
ALUMNM FOIL NOT ROLLED AND NOT BCKD N.E.S.,76071999,149.06,-1.08,4.01,-14.99,37.17,33.22,-0.38,3.88,-0.51,5.64,KGS
BACKD ALUMNM FOIL FOR TEA CHST LINING,76072010,0.5,-4.37,1.75,67.19,0.29,1.89,-2.17,5.47,-0.35,7.77,KGS
OTHER BACKED ALLUMNM FOIL,76072090,104.89,0.1,67.11,10.39,1.56,1.77,-0.13,5.25,-0.15,5.36,KGS
TUBES ANDPIPES OF NON-ALLOYED ALUMINIUM,76081000,7.56,-0.43,0.83,11.94,9.11,11.32,-0.9,4.18,-0.74,5.33,KGS
TUBES AND PIPES OF ALUMINIUM ALLOYS,76082000,69.72,0.51,8.97,-12.1,7.77,5.88,-0.77,5.79,1.27,5.56,KGS
ALUMINIUM TUBE OR PIPE FITTINGS (FOR EXAMPLE COUPLINGS&ELBOWS&SLEEVES),76090000,17.3,1.85,38.64,-0.05,0.45,0.36,-1.7,13.21,0.23,6.38,KGS
DORS&WINDOWS&THER FRAME AND THRSHLDS FR DORS,76101000,25.71,3.39,17.3,32.15,1.49,1.51,0.22,7.01,0.12,6.51,KGS
FINISHED STRUCTURE,76109010,67.45,17.47,10.41,-17.11,6.48,2.01,-0.38,3.78,-0.79,7.31,KGS
PARTS OF STRUCTURES N.E.S.,76109020,0,-5.56,0,-50,0,0.22,-5.56,0,-5.56,0,KGS
PORTABLE BRIDGE,76109021,0.04,0,2.02,0,0.02,0.02,0,8.79,0,4.36,KGS
OTHER,76109029,0.91,1.37E+17,5.57,0,0.16,0.16,0,4.11,0,3.27,KGS
"Aluminium plates, rods, profiles, tubes & the like (prepared for use in structures)",76109030,289.83,17.93,20.69,-15.57,14.01,4.47,-0.22,3.37,-1.24,4.01,KGS
OTHER STRUCTURES AND PARTS OF STRUCTURES OF ALUMINIUM N.E.S.,76109090,84.08,2.7,33.61,-12.24,2.5,1.52,0.1,4.64,-1.17,7.66,KGS
ALMNM RSVRS&TNKS&VATS ETC.FR ANY MATRL (EXCL CMPRSSD GAS)OF CPCTY>300L&W/N LND HT-INSLTD&BT NT FTD WTH MCHNL/THRML,76110000,1.38,-3.95,0.18,-14.94,7.67,16.55,-4.71,0.81,-2.83,7.29,KGS
COLLAPSIBLE TUBULAR CONTAINERS :PLAIN,76121010,0.27,4.67,0.29,-21.38,0.93,0.39,3.94,43.58,5.15,7.4,KGS
COLLAPSIBLE TUBULAR CONTAINERS :LACQUERED,76121020,0.02,0,0.03,100,0.67,0.33,0,19.08,2.41,13.84,KGS
COLLAPSIBLE TUBULAR CONTAINERS :PRINTED,76121030,2.42,-3.11,13.72,26.56,0.18,0.47,1.21,23.68,-0.3,9.09,KGS
COLLAPSIBLE TUBULAR CONTAINERS :OTHER,76121090,13.57,8.25,7.28,1.9,1.86,1.06,-0.38,18.54,0.41,9.78,KGS
OTHER CONTAINERS :PLAIN,76129010,4.72,-1.14,0.91,-13.98,5.19,4.8,3.29,22.38,-0.23,6.24,KGS
OTHER CONTAINERS LACQUERED,76129020,0.28,-1.67,0.74,181.25,0.38,1.21,-1.43,5.29,-1.93,2.5,KGS
OTHER CONTAINERS :PRINTED,76129030,3.63,3,1.08,294.68,3.36,6.9,-1.83,11.84,-0.17,6.73,KGS
OTHER CONTAINERS : N. E. S.,76129090,32.93,4.34,51.11,-14.27,0.64,0.33,-0.34,9.35,0.1,7.52,KGS
PLAIN LOW PRESSURE CYLINDER,76130011,0.11,-4.89,0.27,100,0.41,5.33,-1.48,21.02,0.08,6.95,KGS
LACQUERED LOW PRESSURE CYLINDER,76130012,0,0,0,0,0,0,0,0,0,0,0
PRINTED LOW PRESSURE CYLINDER,76130013,0.18,3.54,8.43,38.49,0.02,0.02,-87.75,186.72,-0.07,6.77,KGS
OTHER LOW PRESSURE CYLINDER,76130019,0.86,4.54,0.03,-15.38,28.67,14.25,-1.7,11.08,141.61,58.94,KGS
PLAIN HIGH PRESSURE CYLINDER,76130021,0,0,0,-50,0,0,0,0,-5.56,0,KGS
LACQUERED HIGH PRESSURE CYLINDER,76130022,0,0,0,-50,0,0,0,0,-5.56,0,KGS
PRINTED HIGH PRESSURE CYLINDER,76130023,0.33,16.44,0,0,0,0,0.23,31.37,0,0,KGS
OTHER HIGH PRESSURE CYLINDER,76130029,4.67,0.59,3.78,-1.29,1.24,1.12,0.39,23.76,0.46,11.32,KGS
OTHER PLAIN CYLINDER,76130091,0,-5.56,0,0,0,0,-5.56,0,0,0,KGS
OTHER LACQUERED CYLINDER,76130092,0.09,11.11,0,0,0,0,0.86,110.29,0,0,KGS
OTHER PRINTED CYLINDER,76130093,2.29,5.41,0,0,0,0,-1.62,33.24,0,0,KGS
OTHER CYLINDER N.E.S.,76130099,6.08,-2.93,0.45,20.31,13.51,31.65,-0.31,21.46,-0.95,20.52,KGS
STRANDED WIRE&CBLS ETC WTH STEEL CORE,76141000,0.58,-0.24,198.76,-9.12,0,0,3.22,6.26,0.27,3.24,KGS
OTHR STRNDED WIRE&CBLS PLAITD BNDS ETC,76149000,2.24,10.26,205.94,-11.09,0.01,0,0.65,10.75,0.36,5.21,KGS
PRESSURE COOKERS,76151011,0,-5.56,15.28,-1.46,0,0,-5.56,0,-0.13,6.69,KGS
SOLAR COLLECTORS,76151012,0,0,0,0,0,0,0,0,0,0,KGS
NON-STICK,76151021,2.11,0.69,33.48,1.87,0.06,0.06,-0.04,4.83,-0.49,4.55,KGS
OTHER ALUMINIUM UTENSILS,76151029,1.26,-2.93,5.92,-0.99,0.21,0.38,-0.14,5.92,-0.61,4.69,KGS
OTHER TABLE& KITCHEN OR OTHER HOUSEHOLD ARTICLES,76151030,2.12,-3.2,67.37,1.73,0.03,0.07,-2,3.5,-0.22,4.65,KGS
POT SCOURERS AND SCOURING OR POLISHING PADS& GLOVES AND THE LIKE,76151040,0,-5.56,0.05,75,0,0.09,-5.56,0,0.01,5.27,KGS
PARTS,76151090,0.51,2.46,1.6,9.26,0.32,0.28,6.55,13.34,0.47,4.58,KGS
SANITARY WARE FOR ALMNM AND ALMNM ALLOYS,76152010,0.59,2.78,0.08,-22.73,7.38,3.4,-0.36,7.68,3.94,6.67,KGS
PARTS OF SANITARY WARE OF ALUMINIUM,76152020,0.27,-0.32,0.07,-19.12,3.86,2.76,2.94,13.12,-3.01,4.86,KGS
OTHER SANITARY WAREANDPARTS THEREOF OF ALUMN,76152090,1.83,-2.05,0.86,-25.24,2.13,1.74,-2.97,6.33,-0.47,4.98,KGS
NAILS&TACKS&STAPLES(EXCL HDG NO 8305) SCREWS&BOLTS&NUTS&SCREW&HOOKS&RIVETS ETC.,76161000,12.21,2.99,6.07,16.36,2.01,1.82,0.5,12.03,-0.54,11.87,KGS
CLOTH&GRILL&NETNG AND FENCNG&OF ALUMINM WIRE,76169100,2.85,-1.59,1.42,2.33,2.01,2.7,0.4,3.93,0.32,7,KGS
EXPND MTL OF ALMNM AND ALMNM ALLOYS,76169910,9.27,0.69,14.61,10.67,0.63,0.67,1.22,23.21,0.06,10.15,KGS
CHAINS,76169920,0.02,-4.78,0.02,-30,1,2.65,-4.12,31.75,1.37,12.88,KGS
BOBBINS,76169930,1.57,-1.27,0.76,30.85,2.07,3.53,-0.26,15.22,1.91,3.78,KGS
OTHERS ARTICLES OF ALUMINIUM N.E.S.,76169990,535.67,4,420.69,2.76,1.27,0.91,-1.11,4.68,0.17,9.61,KGS
REFINED LEAD,78011000,273.06,4.28,484.69,51.16,0.56,0.61,-1.28,2.24,-0.28,2.12,KGS
OTHR UNWROUGHT LEAD CONTNG BY WT ANTIMONY AS THE PRINCIPAL OTHER ELEMENT,78019100,177.12,1.4,65.53,64.18,2.7,3.97,-0.58,2.15,0.22,2.47,KGS
PIG LEAD,78019910,5.5,-0.04,5.26,0,1.05,4.21,-0.67,2.08,0,5.49,KGS
UNREFINED LEAD&N.E.S.,78019920,411.19,2.65,0.66,1930,623.02,1755.56,-0.17,2.11,-36.21,2.09,KGS
UNREFINED LEAD ALLOYS&N.E.S.,78019930,0.26,-2.35,43.95,59.97,0.01,0.02,9.89,8.81,-0.34,2.39,KGS
OTHER UNREFINED LEAD AND LEAD ALLOYS N.E.S,78019990,78.1,-1.23,40.65,-1.13,1.92,2.29,-1.71,2.55,-0.28,2.4,KGS
LEAD SCRAP COVERED BY ISRI CODE RACKS& RADIO&RELAY&ROPES&ROSES,78020010,209.79,4.32,0,-50,0,2349.79,-0.82,1.56,-5.56,0,KGS
OTHER LEAD SCRAP,78020090,109.98,5.71,0,-50,0,13631,0.55,2.71,-5.56,0,KGS
SHEETS AND STRIP OF LEAD,78041110,0.03,-3.38,0.29,-35.45,0.1,0.08,-0.42,12.47,0.92,3.26,KGS
LEAD FOIL,78041120,0.93,-0.08,0,0,0,0,-0.47,15.92,0,0,KGS
LEAD PLATES&,78041910,0.04,0.51,2.35,4.74,0.02,0.02,-0.51,1.51,-0.11,2.73,KGS
OTHER SHEETS& STRIP AND FOIL OF THICKNS (EXCL ANY BACKING) EXCDNG 0.2MM,78041990,0.62,2.27,0.86,23.71,0.72,0.74,2.13,6.07,-1.79,2.87,KGS
LEAD POWDERS AND FLAKES,78042000,1.31,6.44,1.13,-14.16,1.16,0.53,-0.74,1.5,-0.19,2.9,KGS
SANITARY FIXTURES,78060010,0.35,5.45,0.18,490,1.94,3.83,0.7,53.26,2.58,19.88,KGS
INDIAN LEAD SEALS,78060020,0,-5.56,0.03,-9.09,0,0.57,-5.56,0,-1.46,2.66,KGS
BLANKS OF LEAD,78060030,0,0,0,0,0,0,0,0,0,0,KGS
OTHER ARTICLES OF LEAD N.E.S.,78060090,2.13,-0.2,1.52,-12.13,1.4,1.16,0.47,5.97,0.77,4.1,KGS
ZINC&NOT ALLOYD&CONTNG BY WT>=99.99% ZINC,79011100,449.6,1,552.94,-15.25,0.81,0.54,-1.8,2.97,-0.71,2.95,KGS
ZINC&NOT ALLOYED&CONTNG BY WT<99.99% ZINC,79011200,98.9,-1.15,14.15,63.93,6.99,14.42,-2.78,2.96,-0.81,2.64,KGS
MOZAK OR ALLOYS OF ZINC AND ALUMINIUM CONTAINING NOT LESS THAN 94% BY WT OF ZINC,79012010,59.86,0,14.52,6.75,4.12,4.53,-2.94,3.05,-0.21,3.09,KGS
ZINC ALLOYS&N.E.S.,79012090,4.83,-1.36,0.75,-13.59,6.44,6.25,-1.8,3.39,0.61,4.14,KGS
ZINC SCRAP COVERED BY ISRI CODE SAVES& SCAB&SCOPE&SCOOT&SCORE&SCREEN&SCULL& SCRIBE& SCRUB&SEAL&SEAM&SHELF,79020010,154.3,-0.56,0,-50,0,66875,-0.69,1.91,-5.56,0,KGS
OTHER ZINC SCRAP,79020090,0.14,-4.13,0,0,0,0,0.27,1.93,0,0,KGS
ZINC DUST,79031000,6.8,0.98,29.47,16.27,0.23,0.25,-0.47,2.54,0.11,3.41,KGS
ZINC POWDERS AND FLAKES,79039000,4.1,-0.79,0.55,-28.17,7.45,4.26,-1,1.8,-0.81,2.26,KGS
HOLLOW BARS OF ZINC,79040011,0,-5.56,0.32,1550,0,0.03,-5.56,0,-0.47,1.07,KGS
RODS& INCLUDING WIRE RODS OF ZINC,79040012,0.19,-0.61,0.11,362.5,1.73,5.53,-0.49,3.52,-0.14,3.37,KGS
OTHER BAR AND RODS OF ZINC,79040019,0.61,-1.57,0.02,-44.44,30.5,5.64,-0.93,3.94,7.59,5.43,KGS
HOLLOW PROFILES OF ZINC,79040021,0,0,0,0,0,0,0,0,0,0,KGS
ANGLES& SHAPES AND SECTIONS OF ZINC,79040022,0,0,0.41,6100,0,0,0,0,0.26,8.71,KGS
OTHER PROFILES OF ZINC,79040029,0,-5.56,0.15,-16.91,0,0.06,-5.56,0,-0.06,17.38,KGS
ZINC WIRE,79040030,0.6,-3.14,21.92,25.69,0.03,0.07,-1.3,3.51,-0.13,3.33,KGS
CALOTS OF ZINC,79050010,0,-5.56,0.01,25,0,2.67,-5.56,0,1.22,1.18,KGS
PLATES OF ZINC,79050020,1.75,35.52,0.11,67.86,15.91,9.84,-0.83,3.47,24.9,69.05,KGS
SHEETS& STRIP AND CIRCLES OF ZINC,79050030,3.78,-0.62,0.29,13.97,13.03,17.05,-1.47,4.14,2.21,3.37,KGS
ZINC FOIL,79050040,0.07,1.74,0.05,0,1.4,4.6,-122.47,113.09,1.99,13.04,KGS
SANITARY FIXTURES OF ZINC,79070010,1.17,-0.96,1.36,-5.36,0.86,0.91,-0.38,12.66,0.8,9.15,KGS
OTHER ARTICLES OF ZINC N.E.S.,79070090,9.25,0.82,9.77,-3.97,0.95,0.8,0.38,11.02,0.37,8.84,KGS
BLOCK TIN,80011010,0.36,0.97,0.06,175,6,12.8,0.05,34.27,-2.44,1.31,KGS
ANODES CATHODES INGOTS PIGS SLABS AND OTHER PRIMARY FORMS OF TIN,80011090,466.24,1.72,4.89,19.99,95.35,99.83,0.28,32.41,-0.41,31.14,KGS
TIN ALLOYS,80012000,3.63,1.15,8.68,18.13,0.42,0.46,0.1,32.99,-0.28,19.2,KGS
TIN SCRAP COVERED BY ISRI CODE RANCH& RAVESAND RANKS,80020010,0,0,0,0,0,0,0,0,0,0,KGS
OTHER TIN SCRAP,80020090,0,-5.56,0,-50,0,3.13,-5.56,0,-5.56,0,KGS
HOLLOW BARS OF TIN,80030010,3.99,17.38,0.01,0,399,172.25,0.75,30.9,2.41,19.31,KGS
BARS& OTHER THAN HOLLOW BARS; RODS OF TIN,80030020,13.54,2.94,8.27,37.98,1.64,1.79,-0.75,30.18,0.02,28.48,KGS
PROFILES OF TIN,80030030,0.14,12.39,0,-50,0,13.5,0.29,34.02,-5.56,0,KGS
TIN WIRE,80030040,2.22,0.81,0.42,11.76,5.29,5.58,-1.47,21.48,0.53,25.97,KGS
BLANKS OF TIN,80070010,0.73,0.13,0.25,418.75,2.92,8.7,0.09,28.69,-1.06,0.46,KGS
OTHER ARTICLES OF TIN N.E.S.,80070090,3.77,1.18,0.73,7.03,5.16,4.94,-0.64,9.81,-0.04,1.74,KGS
TUNGSTEN POWDERS,81011000,12.37,7.92,0.82,3.02,15.09,8.81,-1.05,53.39,-0.01,16.05,KGS
UNWROUGHT TUNGSTEN& INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING,81019400,6.92,1.9,0.04,-48.99,173,3.73,0.08,44.62,-1.15,20.81,KGS
TUNGSTEN WIRE,81019600,15.07,2.32,10.06,49.47,1.5,1.86,0.76,117.13,3.15,573.64,KGS
WASTE AND SCRAP OF TUNGSTEN AND ALLOYS,81019700,0.1,-2.47,23.87,55.71,0,0.01,-3.48,7.07,0.28,23.83,KGS
TUNGSTEN FILAMENT,81019910,0.47,0.16,1.01,38.6,0.47,0.68,-3.19,102.6,1.57,343.89,KGS
ALL OTHR ARTCLS OF TNGSTN AND ITS BASE ALLOY,81019990,10.67,0.19,6.54,-16.79,1.63,1.15,0.44,88.58,2.81,43.92,KGS
MOLYBDENUM POWDERS,81021000,1.03,-1.81,0.24,226.92,4.29,15.16,6.58,141.31,2.91,63.04,KGS
UNWROUGHT MOLYBDENUM& INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING,81029400,13.84,1.23,0.03,-43.18,461.33,69.35,0.25,61.53,-0.5,45.94,KGS
HOLLOW BARS OF MOLYBDENUM,81029510,0.6,11.99,0,0,0,0,2.74,90.63,0,0,KGS
OTHR BARS AND RODS OF MLYBDNM EX THSE OBTND SMPLY BY SNTRNG&PRFLS&PLTS&SHETS ETC,81029590,6.37,-0.54,0.05,12.5,127.4,162.06,3.47,143.91,9.39,250,KGS
WIRE OF MOLYBDENUM,81029600,18.76,2.67,11.06,91.31,1.7,2.49,0.36,76.86,-0.39,158.55,KGS
WST AND SCRP OF MOLYBDENUM AND MLBDNM ALLOYS,81029700,0,-5.56,0.03,-48.73,0,0.01,-5.56,0,-41.57,42.61,KGS
OTHER ARTICLES OF MOLYBDENUM N.E.S.,81029900,5.19,1.02,1.05,5.26,4.94,4.7,-0.86,82.49,6.41,449.1,KGS
HOLLOW BARS OF TANTALUM,81032010,0.07,111.11,0,0,0,0,-28.28,10000,0,0,KGS
OTHER UNWROUGHT TANTALUM& INCLUDING BARS AND RODS OBTAINED SIMPLY BY SINTERING; POWDR,81032090,0.22,0.77,0.01,100,22,40,-0.42,205.8,211.11,714.29,KGS
TANTALUM WASTE AND SCRAP(INCL POWDER),81033000,0,0,0.09,-25,0,0,0,0,0.07,180,KGS
*OTHER ARTICLES OF TANTIALUM,81039000,0,-5.56,0,-50,0,2.36,-5.56,0,-5.56,0,KGS
CRUCIBLES,81039100,0.9,42.83,0,-50,0,60.5,-1.44,49.5,-5.56,0,KGS
OTHER,81039900,1.48,1.94,1.05,8.12,1.41,1.27,-0.57,598.95,-0.38,197.67,KGS
UNWRGHT MGNSM CONTNG >=99.8% BY WT OF MG,81041100,67.13,-1.37,1.18,0.72,56.89,71.64,-1.88,2.68,-2.19,3.05,KGS
OTHER UNWROUGHT MAGNESIUM,81041900,6.07,-2.17,0.37,-37.36,16.41,7.55,-1.68,3.01,-2.59,3.57,KGS
MAGNESIUM SCRAP COVERED BY ISRI CODE WAFER&WALNUT&WINE&WOOD AND WORLD,81042010,0.62,5.8,3.16,-32.06,0.2,0.05,-0.85,1.08,-1.07,1.96,KGS
OTHER WASTE AND SCRAP OF MAGNESIUM,81042090,0,0,0.84,-28.79,0,0,0,0,-0.79,1.98,KGS
MAGNESIUM RASPINGS TURNINGS AND GRANULES GRADED ACCORDING TO SIZE,81043010,23.4,0.08,0.01,-12.5,2340,1851.6,-1.91,2.67,-3.59,12.53,KGS
MAGNESIUM POWDERS,81043020,6.42,-1.19,1.11,1139.29,5.78,24.74,-0.77,3.41,1.1,22.16,KGS
OTHR MGNSM AND MGNSM BASE ALLOYS WROUGHT,81049010,1.56,-1.52,0.07,-38.71,22.29,8,-0.8,4.77,-2.26,3.2,KGS
MAGNESIUM FLAKES,81049020,0,0,0,0,0,0,0,0,0,0,KGS
MAGNESIUM WIRE,81049030,0,0,0,-50,0,0,0,0,-5.56,0,KGS
ARTCLS OF MGNSM AND MGNSM ALLOYS N.E.S.,81049090,1.5,-3.99,3.58,379.6,0.42,3.62,-3.38,15.64,-0.35,4.41,KGS
COBALT MATTE AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY,81052010,9.42,-1.65,0.29,-29.29,32.48,20.77,0.01,49.21,1.92,29.55,KGS
COBALT UNWROUGHT,81052020,12.88,0.53,0.49,-15.65,26.29,18.32,-2.2,23.52,-3.07,21.57,KGS
COBALT POWDERS,81052030,15.6,-0.85,10.57,-11.61,1.48,1.37,-1.06,39.72,-2.21,4.19,KGS
COBALT WASTE AND SCRAP,81053000,0.18,54.44,3.92,11.96,0.05,0.02,-0.09,12.87,20.57,47.41,KGS
OTHER ARTICLES OF COBALT,81059000,48.11,0.5,1.06,-13.11,45.39,33.61,3.39,149.04,2.75,66.29,KGS
*BISMUTH AND BISMUTH BASE ALLOYS UNWROUGHT,81060010,0,-5.56,0,-50,0,18.3,-5.56,0,-5.56,0,KGS
*WASTE AND SCRAP OF BISMUTH AND ITS ALLOYS,81060020,0,0,0,0,0,0,0,0,0,0,KGS
*BISMUTH WROUGHT,81060030,0,-5.56,0,0,0,0,-5.56,0,0,0,KGS
OTHER ARTICLES OF BISMUTH,81060090,0,-5.56,0,-50,0,1.34,-5.56,0,-5.56,0,KGS
BISMUTH UNWROUGHT,81061010,4.23,7.17,0,-50,0,488.5,1.04,9.87,-5.56,0,KGS
ARTICLE OF BISMUTH,81061020,0.01,2.78,0.01,0,1,3,-0.12,69.93,1.25,23.81,KGS
OTHER,81061090,0.04,3.97,0.01,25,4,3.67,-2.23,30.67,5.31,87.72,KGS
WASTE AND SCRAP OF BISMUTH AND BISMUTH ALLOYS,81069010,0.01,11.11,0,0,0,0,0,33.33,0,0,KGS
OTHER,81069090,0.7,8.33,0,-50,0,19.25,1.27,73.43,-5.56,0,KGS
*UNWROUGHT CADMIUM; POWDERS,81072000,0,-5.56,0,-50,0,166.33,-5.56,0,-5.56,0,KGS
*WASTE AND SCRAP OF CADMIUM,81073000,0,0,0,0,0,0,0,0,0,0,KGS
*CADMIUM WROUGHT,81079010,0,-5.56,0,0,0,0,-5.56,0,0,0,KGS
*ARTICLES OF CADMIUM AND CADMIUM ALLOYS,81079090,0,-5.56,0,-50,0,0.33,-5.56,0,-5.56,0,KGS
UNWROUGHT TITANIUM; POWDERS,81082000,13.61,4.87,0.06,50,226.83,235.73,-0.01,9.11,-1.45,9.94,KGS
WASTE AND SCRAP OF TITANIUM,81083000,30.63,1.25,2,88.89,15.32,25.38,-0.97,3.66,-0.14,7.27,KGS
TITANIUM WROUGHT,81089010,16.64,-0.07,2.56,75.49,6.5,11.96,2.99,28.65,3.95,153.61,KGS
ARTICLES OF TITANIUM,81089090,81.66,0.64,3.35,0.3,24.38,22.58,-0.38,27.38,5.37,78.11,KGS
*UNWROUGHT ZIRCONIUM; POWDERS,81092000,0,-5.56,0,-50,0,2.67,-5.56,0,-5.56,0,KGS
CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,81092100,0.51,20.2,0.03,-9.09,17,6,4.51,127.18,4.47,400,KGS
OTHER,81092900,0,-5.56,0,-50,0,5.5,-5.56,0,-5.56,0,KGS
*WASTE AND SCRAP OF ZIRCONIUM,81093000,0,-5.56,0,0,0,0,-5.56,0,0,0,KGS
OTHER,81093900,0,-5.56,0,0,0,0,-5.56,0,0,0,KGS
*OTHER ZIRCONIUM AND ARTCLS OF ZIRCONIUM,81099000,0,-5.56,0,-50,0,12.67,-5.56,0,-5.56,0,KGS
CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT,81099100,0,0,0.05,0,0,0,0,0,-33,423.73,KGS
OTHER,81099900,1,1.51,0.12,-7.14,8.33,6.22,7.91,80.55,-2.08,26.61,KGS
UNWROUGHT ANTIMONY; POWDERS,81101000,37.35,6.45,40.69,60.11,0.92,0.93,5.65,24.1,7.16,25.6,KGS
WASTE AND SCRAP OF ANTIMONY,81102000,0,0,0,0,0,0,0,0,0,0,KGS
OTHER ANTIMONY AND ARTCLS THEREOF,81109000,0.04,-1.11,0.02,-20,2,1.58,2.62,17.64,2.4,22.86,KGS
MANGANESE AND MANGANESE BASE ALLOYS UNWRGHT,81110010,102.36,-0.84,4.7,3.82,21.78,26.09,-1.78,1.95,-0.44,13.45,KGS
WSTE AND SCRP OF MNGNSE AND MNGNSE BSE ALLOYS BASE ALLOYS,81110020,0,0,0.24,12.07,0,0,0,0,-1.41,4.68,KGS
MANGANESE WROUGHT,81110030,6.65,-2.93,0.02,-25,332.5,349.5,-2.19,1.83,-3.38,1.85,KGS
OTHER MANGANESE AND ARTCLS THEREOF,81110090,0.5,-4.63,0.26,-40.42,1.92,2.19,-4.46,1.73,-5.26,0.14,KGS
BERYLIUM UNWROUGHT; POWDERS,81121200,0.04,-2.78,0,0,0,0,-22.34,8000,0,0,KGS
OTHER BERYLLIUM,81121900,0.08,-3.97,0,0,0,0,-27.13,113.15,0,0,KGS
CHROMIUM UNWROUGHT; POWDERS,81122100,20.1,3.02,3.99,28.75,5.04,5.1,-0.13,8.76,-0.41,10.61,KGS
WASTE AND SCRAP OF CHROMIUM,81122200,0,0,0,0,0,0,0,0,0,0,KGS
OTHER ARTICLES OF CHROMIUM,81122900,2.79,1.77,0.04,50,69.75,91.4,-2.17,10.88,-2.91,9.09,KGS
UNWROUGHT,81123110,0.71,0,0,0,0,0,0,4437.5,0,0,KGS
OTHER,81123900,0.03,44.44,0,-50,0,2,-1.1,1875,-5.56,0,KGS
OTHER,81124900,0.87,236.11,0,0,0,0,-0.03,1403.23,0,0,KGS
THALLIUM UNWROUGHT; POWDERS,81125100,0,0,0,0,0,0,0,0,0,0,KGS
OTHER ARTICLES OF THALLIUM,81125900,0,-5.56,0,0,0,0,-5.56,0,0,0,KGS
WASTE AND SCRAP,81126100,0,-5.56,0,0,0,0,-5.56,0,0,0,KGS
*OTHER,81126900,0,-5.56,0,-50,0,511.5,-5.56,0,-5.56,0,KGS
CADMIUM& UNWROUGHT POWDERS,81126910,35.43,9.22,0.03,40,1181,942.38,0.14,4.18,1.6,6.14,KGS
CADMIUM& WROUGHT,81126920,0.4,14.65,0.01,25,40,24.33,-2.41,0.93,-0.77,1.87,KGS
OTHER,81126990,0.15,-4.75,0.33,87.5,0.45,4.71,-2.86,2.15,-0.37,1.6,KGS
